index,random,reversed,almost,sorted
77749,4408,13386,75265,75266
77750,67531,13386,75266,75266
77751,68340,13385,75266,75267
77752,67077,13385,75267,75269
77753,95386,13382,75269,75269
77754,61442,13382,75269,75275
77755,4447,13378,75275,75278
77756,50174,13377,75278,75279
77757,39781,13375,75279,75281
77758,45122,13375,75281,75281
77759,32767,13375,75281,75285
77760,47402,13373,75285,75285
77761,70461,13372,75285,75286
77762,34358,13371,75286,75287
77763,59026,13370,75287,75291
77764,16056,13370,75291,75293
77765,80953,13369,75293,75293
77766,91274,13368,75293,75294
77767,38,13367,75294,75294
77768,56552,13359,75294,75296
77769,71759,13358,75296,75296
77770,9939,13358,75296,75296
77771,47404,13357,75296,75296
77772,18610,13357,75296,75297
77773,50129,13356,75297,75298
77774,74396,13355,75298,75299
77775,74116,13351,75299,75302
77776,4780,13351,75302,75302
77777,62002,13351,75302,75303
77778,75716,13348,75303,75304
77779,94816,13347,75304,75305
77780,94447,13346,75305,75306
77781,66822,13345,75306,75306
77782,88497,13344,75306,75307
77783,48077,13343,75307,75308
77784,93349,13342,75308,75308
77785,47336,13341,75308,75310
77786,45309,13340,75310,75311
77787,70959,13340,75311,75311
77788,83855,13339,75311,75312
77789,65356,13339,75312,75312
77790,3907,13338,75312,75312
77791,57685,13335,75312,75312
77792,26113,13333,75312,75313
77793,80136,13332,75313,75315
77794,25705,13331,75315,75315
77795,59581,13331,75315,75316
77796,6110,13330,75316,75316
77797,22467,13329,75316,75317
77798,3834,13326,75317,75317
77799,30581,13325,75317,75318
77800,50937,13324,75318,75319
77801,14843,13323,75319,75320
77802,17776,13323,75320,75321
77803,60158,13322,75321,75321
77804,21633,13322,75321,75321
77805,3149,13322,75321,75321
77806,46134,13318,75321,75321
77807,54613,13318,75321,75321
77808,50697,13318,75321,75324
77809,93857,13317,75324,75324
77810,22295,13317,75324,75324
77811,89669,13316,75324,75325
77812,46012,13315,75325,75327
77813,38714,13315,75327,75328
77814,61702,13314,75328,75328
77815,36998,13314,75328,75329
77816,11967,13312,75329,75329
77817,64680,13311,75329,75329
77818,86380,13309,75329,75330
77819,96961,13306,75330,75330
77820,36144,13305,75330,75331
77821,26918,13304,75331,75334
77822,6067,13303,75334,75338
77823,14331,13299,75338,75339
77824,21977,13298,75339,75339
77825,69921,13297,75339,75339
77826,86612,13296,75339,75341
77827,36962,13295,75341,75341
77828,20225,13294,75341,75341
77829,44338,13294,75341,75342
77830,70674,13294,75342,75342
77831,18978,13292,75342,75343
77832,98609,13291,75343,75344
77833,62229,13290,75344,75345
77834,91047,13290,75345,75345
77835,76451,13287,75345,75346
77836,29649,13285,75346,75346
77837,82544,13285,75346,75348
77838,95685,13284,75348,75349
77839,67254,13284,75349,75351
77840,57106,13282,75351,75352
77841,60659,13281,75352,75353
77842,44271,13280,75353,75354
77843,52479,13277,75354,75354
77844,34929,13275,75354,75355
77845,55191,13274,75355,75358
77846,1164,13273,75358,75359
77847,87558,13273,75359,75359
77848,56192,13272,75359,75359
77849,26247,13272,75359,75360
77850,35883,13269,75360,75361
77851,68031,13269,75361,75362
77852,35956,13269,75362,75362
77853,94782,13269,75362,75363
77854,97308,13268,75363,75364
77855,71193,13268,75364,75365
77856,65660,13267,75365,75366
77857,46464,13266,75366,75370
77858,16136,13264,75370,75373
77859,98752,13263,75373,75375
77860,7155,13263,75375,75379
77861,37944,13262,75379,75380
77862,43211,13262,75380,75381
77863,81135,13261,75381,75381
77864,81534,13257,75381,75383
77865,95331,13257,75383,75385
77866,98366,13257,75385,75389
77867,96751,13256,75389,75389
77868,83065,13253,75389,75389
77869,66066,13251,75389,75391
77870,16274,13250,75391,75396
77871,88840,13248,75396,75399
77872,96411,13248,75399,75400
77873,27559,13247,75400,75400
77874,85476,13247,75400,75400
77875,53424,13247,75400,75401
77876,14419,13247,75401,75401
77877,60515,13242,75401,75402
77878,97866,13240,75402,75403
77879,73682,13236,75403,75404
77880,83655,13236,75404,75404
77881,5900,13234,75404,75407
77882,38398,13233,75407,75409
77883,7360,13233,75409,75410
77884,36829,13233,75410,75410
77885,17421,13232,75410,75410
77886,14651,13229,75410,75413
77887,40188,13225,75413,75414
77888,9750,13225,75414,75414
77889,3433,13225,75414,75416
77890,77839,13224,75416,75416
77891,48000,13224,75416,75417
77892,82777,13222,75417,75419
77893,61884,13221,75419,75423
77894,35339,13218,75423,75423
77895,12385,13218,75423,75423
77896,14441,13214,75423,75428
77897,88570,13214,75428,75429
77898,52601,13212,75429,75431
77899,95520,13211,75431,75431
77900,19760,13210,75431,75431
77901,85707,13210,75431,75433
77902,30285,13210,75433,75434
77903,18729,13208,75434,75435
77904,48533,13208,75435,75435
77905,57945,13207,75435,75436
77906,60324,13206,75436,75439
77907,28392,13206,75439,75439
77908,25909,13203,75439,75441
77909,90358,13203,75441,75443
77910,76471,13203,75443,75443
77911,78735,13201,75443,75444
77912,90521,13200,75444,75446
77913,23860,13198,75446,75447
77914,55741,13196,75447,75447
77915,98798,13195,75447,75447
77916,76846,13195,75447,75448
77917,48542,13193,75448,75449
77918,21294,13190,75449,75450
77919,75483,13188,75450,75452
77920,2931,13188,75452,75453
77921,37443,13185,75453,75454
77922,70123,13183,75454,75455
77923,17131,13183,75455,75460
77924,52022,13183,75460,75461
77925,76230,13182,75461,75461
77926,56111,13180,75461,75461
77927,90598,13179,75461,75461
77928,70548,13175,75461,75464
77929,35156,13174,75464,75464
77930,26139,13174,75464,75466
77931,11552,13172,75466,75471
77932,33123,13172,75471,75472
77933,6123,13169,75472,75472
77934,44878,13168,75472,75473
77935,34042,13168,75473,75473
77936,11581,13166,75473,75474
77937,27239,13166,75474,75475
77938,68529,13164,75475,75478
77939,37475,13164,75478,75479
77940,51703,13162,75479,75480
77941,80409,13162,75480,75481
77942,99864,13159,75481,75482
77943,41471,13158,75482,75483
77944,33450,13158,75483,75483
77945,6386,13157,75483,75483
77946,44151,13156,75483,75483
77947,74692,13156,75483,75483
77948,48358,13154,75483,75485
77949,26072,13152,75485,75485
77950,10477,13152,75485,75486
77951,33081,13150,75486,75494
77952,65762,13149,75494,75494
77953,2622,13147,75494,75495
77954,62939,13147,75495,75495
77955,14408,13145,75495,75497
77956,63032,13144,75497,75497
77957,70452,13142,75497,75497
77958,7958,13138,75497,75498
77959,99189,13138,75498,75504
77960,53574,13137,75504,75504
77961,50604,13137,75504,75506
77962,62136,13136,75506,75507
77963,20119,13135,75507,75508
77964,21224,13135,75508,75509
77965,35608,13135,75509,75510
77966,85919,13135,75510,75511
77967,88152,13134,75511,75511
77968,39098,13133,75511,75513
77969,56755,13132,75513,75516
77970,83377,13128,75516,75517
77971,33191,13127,75517,75518
77972,12335,13126,75518,75519
77973,46653,13125,75519,75519
77974,67309,13122,75519,75519
77975,81263,13122,75519,75519
77976,88426,13121,75519,75521
77977,65321,13121,75521,75522
77978,99813,13120,75522,75522
77979,89525,13118,75522,75523
77980,40781,13116,75523,75524
77981,44501,13115,75524,75525
77982,88180,13115,75525,75525
77983,21091,13115,75525,75525
77984,97423,13111,75525,75526
77985,10008,13111,75526,75527
77986,90306,13109,75527,75528
77987,11426,13107,75528,75530
77988,38029,13106,75530,75531
77989,2074,13106,75531,75532
77990,65060,13102,75532,75532
77991,38298,13101,75532,75535
77992,32657,13098,75535,75536
77993,73784,13097,75536,75538
77994,60872,13097,75538,75539
77995,25607,13096,75539,75539
77996,37602,13094,75539,75541
77997,17092,13089,75541,75543
77998,78203,13089,75543,75544
77999,52443,13088,75544,75546
78000,29871,13088,75546,75548
78001,67537,13088,75548,75549
78002,47068,13087,75549,75550
78003,4014,13085,75550,75553
78004,20124,13085,75553,75554
78005,65669,13085,75554,75554
78006,53395,13085,75554,75555
78007,41071,13083,75555,75557
78008,40324,13083,75557,75557
78009,1499,13083,75557,75557
78010,60121,13082,75557,75558
78011,90223,13080,75558,75559
78012,76428,13079,75559,75560
78013,68911,13077,75560,75562
78014,29219,13071,75562,75563
78015,73512,13068,75563,75566
78016,72165,13068,75566,75567
78017,77814,13067,75567,75569
78018,93036,13065,75569,75569
78019,11052,13065,75569,75570
78020,36120,13064,75570,75571
78021,66976,13063,75571,75575
78022,23601,13061,75575,75577
78023,67901,13061,75577,75580
78024,76305,13060,75580,75582
78025,27427,13059,75582,75583
78026,79538,13058,75583,75585
78027,47828,13056,75585,75585
78028,26020,13056,75585,75586
78029,33119,13054,75586,75587
78030,32365,13046,75587,75587
78031,18837,13045,75587,75588
78032,96085,13043,75588,75589
78033,43635,13043,75589,75591
78034,39520,13041,75591,75592
78035,12779,13040,75592,75592
78036,77242,13040,75592,75593
78037,11245,13039,75593,75593
78038,45071,13039,75593,75593
78039,37710,13038,75593,75594
78040,40970,13037,75594,75595
78041,18486,13036,75595,75595
78042,8135,13035,75595,75597
78043,63381,13034,75597,75598
78044,94627,13033,75598,75598
78045,92215,13032,75598,75598
78046,93400,13032,75598,75598
78047,39211,13031,75598,75599
78048,47150,13030,75599,75599
78049,25604,13030,75599,75601
78050,44879,13029,75601,75601
78051,12816,13029,75601,75602
78052,14228,13024,75602,75604
78053,52835,13024,75604,75605
78054,36341,13023,75605,75610
78055,6941,13021,75610,75610
78056,34173,13021,75610,75611
78057,64332,13018,75611,75611
78058,85369,13018,75611,75611
78059,6894,13016,75611,75612
78060,17518,13016,75612,75614
78061,8178,13014,75614,75616
78062,60539,13013,75616,75616
78063,77015,13012,75616,75618
78064,22256,13012,75618,75619
78065,49776,13011,75619,75619
78066,55811,13011,75619,75620
78067,99386,13011,75620,75620
78068,99821,13009,75620,75620
78069,9171,13005,75620,75620
78070,32679,13003,75620,75621
78071,24963,13003,75621,75624
78072,79277,13002,75624,75625
78073,27005,13001,75625,75625
78074,39074,12999,75625,75626
78075,27509,12998,75626,75626
78076,53313,12998,75626,75628
78077,40225,12998,75628,75628
78078,33391,12995,75628,75629
78079,85634,12995,75629,75629
78080,22320,12994,75629,75629
78081,96272,12993,75629,75629
78082,2301,12993,75629,75635
78083,37860,12992,75635,75636
78084,12702,12992,75636,75637
78085,69769,12990,75637,75638
78086,93816,12990,75638,75639
78087,65126,12990,75639,75640
78088,69313,12988,75640,75640
78089,37615,12988,75640,75640
78090,64661,12987,75640,75642
78091,75279,12985,75642,75642
78092,2245,12983,75642,75643
78093,66645,12981,75643,75644
78094,13685,12980,75644,75647
78095,43187,12975,75647,75647
78096,27341,12972,75647,75648
78097,64755,12970,75648,75650
78098,54152,12969,75650,75651
78099,43625,12968,75651,75651
78100,80052,12967,75651,75652
78101,13326,12967,75652,75652
78102,50208,12966,75652,75652
78103,95097,12966,75652,75654
78104,64745,12965,75654,75655
78105,4440,12965,75655,75655
78106,41465,12964,75655,75658
78107,73884,12964,75658,75659
78108,3159,12963,75659,75660
78109,57958,12963,75660,75662
78110,11532,12962,75662,75662
78111,2034,12962,75662,75666
78112,12424,12961,75666,75667
78113,59168,12960,75667,75667
78114,34915,12960,75667,75668
78115,30223,12959,75668,75671
78116,87316,12959,75671,75671
78117,96148,12958,75671,75671
78118,13125,12955,75671,75672
78119,3324,12955,75672,75673
78120,21321,12955,75673,75673
78121,3254,12954,75673,75674
78122,5201,12951,75674,75674
78123,91301,12949,75674,75674
78124,1473,12948,75674,75675
78125,98254,12947,75675,75676
78126,68159,12947,75676,75679
78127,33017,12947,75679,75680
78128,61780,12947,75680,75682
78129,31502,12946,75682,75683
78130,3328,12945,75683,75683
78131,31907,12945,75683,75684
78132,42861,12941,75684,75684
78133,9518,12940,75684,75686
78134,50373,12940,75686,75686
78135,43319,12938,75686,75687
78136,17658,12938,75687,75688
78137,48430,12936,75688,75689
78138,54973,12935,75689,75690
78139,37047,12935,75690,75691
78140,78001,12933,75691,75691
78141,71234,12933,75691,75691
78142,24185,12930,75691,75693
78143,54200,12929,75693,75695
78144,73610,12929,75695,75695
78145,92887,12929,75695,75695
78146,2850,12926,75695,75696
78147,66772,12925,75696,75696
78148,21543,12925,75696,75697
78149,32191,12923,75697,75697
78150,93878,12921,75697,75699
78151,4158,12921,75699,75700
78152,33850,12920,75700,75701
78153,82938,12919,75701,75703
78154,18634,12919,75703,75706
78155,33628,12918,75706,75708
78156,13841,12917,75708,75714
78157,83271,12917,75714,75715
78158,51565,12915,75715,75715
78159,88614,12914,75715,75716
78160,57178,12913,75716,75716
78161,49689,12912,75716,75716
78162,38914,12909,75716,75716
78163,27579,12909,75716,75717
78164,4731,12909,75717,75717
78165,75703,12907,75717,75717
78166,65751,12907,75717,75719
78167,75585,12906,75719,75719
78168,44700,12906,75719,75722
78169,51137,12905,75722,75723
78170,53427,12905,75723,75723
78171,73470,12904,75723,75724
78172,83817,12903,75724,75725
78173,40548,12902,75725,75726
78174,15690,12902,75726,75728
78175,90890,12901,75728,75728
78176,45700,12901,75728,75729
78177,88492,12901,75729,75733
78178,72455,12900,75733,75733
78179,77789,12900,75733,75734
78180,71651,12897,75734,75734
78181,21243,12894,75734,75735
78182,43838,12894,75735,75737
78183,17113,12891,75737,75737
78184,35186,12890,75737,75737
78185,4860,12889,75737,75737
78186,75381,12888,75737,75741
78187,73099,12887,75741,75742
78188,19914,12887,75742,75745
78189,51357,12887,75745,75745
78190,62919,12884,75745,75745
78191,3641,12883,75745,75746
78192,185,12882,75746,75746
78193,8650,12882,75746,75749
78194,26979,12878,75749,75750
78195,21392,12878,75750,75750
78196,91796,12878,75750,75751
78197,99097,12877,75751,75752
78198,97783,12877,75752,75754
78199,46735,12876,75754,75756
78200,28075,12874,75756,75757
78201,34320,12874,75757,75760
78202,53709,12873,75760,75761
78203,12333,12871,75761,75762
78204,17145,12868,75762,75762
78205,86357,12866,75762,75763
78206,11592,12862,75763,75766
78207,19292,12861,75766,75769
78208,88555,12860,75769,75770
78209,25433,12859,75770,75770
78210,86194,12859,75770,75771
78211,94725,12858,75771,75772
78212,92778,12858,75772,75775
78213,79118,12858,75775,75775
78214,20478,12856,75775,75775
78215,59672,12854,75775,75777
78216,82937,12853,75777,75778
78217,68317,12848,75778,75778
78218,88454,12847,75778,75783
78219,59385,12846,75783,75783
78220,98599,12846,75783,75784
78221,13677,12845,75784,75785
78222,2565,12845,75785,75785
78223,22729,12843,75785,75785
78224,59930,12841,75785,75785
78225,95829,12840,75785,75787
78226,46794,12839,75787,75787
78227,98900,12839,75787,75787
78228,80109,12837,75787,75789
78229,547,12837,75789,75789
78230,84120,12837,75789,75789
78231,19613,12836,75789,75792
78232,57883,12834,75792,75792
78233,37950,12833,75792,75799
78234,45432,12831,75799,75799
78235,77422,12830,75799,75800
78236,48691,12829,75800,75800
78237,26878,12829,75800,75802
78238,4229,12827,75802,75804
78239,65800,12827,75804,75805
78240,36100,12825,75805,75805
78241,41954,12825,75805,75806
78242,25669,12824,75806,75807
78243,29123,12824,75807,75807
78244,22727,12822,75807,75808
78245,5637,12820,75808,75809
78246,83213,12819,75809,75809
78247,86232,12818,75809,75810
78248,72502,12818,75810,75810
78249,3611,12817,75810,75811
78250,21868,12816,75811,75812
78251,23722,12816,75812,75812
78252,27060,12816,75812,75814
78253,87269,12815,75814,75815
78254,88694,12815,75815,75815
78255,804,12813,75815,75819
78256,75269,12811,75819,75819
78257,52445,12811,75819,75824
78258,27630,12810,75824,75824
78259,19192,12809,75824,75829
78260,2067,12808,75829,75829
78261,92246,12804,75829,75831
78262,84784,12803,75831,75831
78263,31474,12803,75831,75831
78264,67274,12803,75831,75834
78265,65848,12802,75834,75835
78266,73717,12801,75835,75836
78267,15141,12798,75836,75837
78268,39973,12796,75837,75838
78269,68454,12796,75838,75839
78270,90202,12795,75839,75839
78271,36928,12792,75839,75840
78272,42933,12792,75840,75841
78273,99805,12792,75841,75842
78274,64932,12790,75842,75842
78275,1306,12790,75842,75842
78276,96071,12789,75842,75843
78277,29840,12788,75843,75844
78278,43958,12788,75844,75845
78279,57110,12787,75845,75846
78280,27787,12785,75846,75846
78281,14861,12781,75846,75848
78282,80214,12781,75848,75850
78283,80036,12779,75850,75851
78284,10465,12777,75851,75852
78285,39863,12775,75852,75853
78286,14697,12775,75853,75853
78287,61435,12772,75853,75858
78288,89310,12772,75858,75859
78289,220,12769,75859,75859
78290,96884,12769,75859,75861
78291,55346,12769,75861,75862
78292,94887,12768,75862,75862
78293,66825,12760,75862,75863
78294,11523,12760,75863,75865
78295,43533,12760,75865,75865
78296,54521,12759,75865,75865
78297,7430,12758,75865,75867
78298,72503,12757,75867,75868
78299,51559,12757,75868,75869
78300,70782,12754,75869,75872
78301,48258,12753,75872,75875
78302,63260,12753,75875,75875
78303,16007,12752,75875,75878
78304,40179,12752,75878,75880
78305,75522,12750,75880,75880
78306,71107,12748,75880,75881
78307,72110,12748,75881,75882
78308,17425,12747,75882,75882
78309,31516,12747,75882,75883
78310,45293,12747,75883,75884
78311,68677,12746,75884,75886
78312,86352,12745,75886,75887
78313,9352,12745,75887,75887
78314,1318,12740,75887,75890
78315,67236,12740,75890,75891
78316,84721,12739,75891,75892
78317,63231,12739,75892,75893
78318,16130,12739,75893,75894
78319,29501,12737,75894,75895
78320,5593,12737,75895,75895
78321,45338,12736,75895,75896
78322,45208,12736,75896,75898
78323,27303,12735,75898,75900
78324,76290,12735,75900,75901
78325,17509,12734,75901,75905
78326,16856,12733,75905,75905
78327,52890,12733,75905,75906
78328,67966,12731,75906,75906
78329,74928,12731,75906,75906
78330,8237,12728,75906,75907
78331,88551,12728,75907,75909
78332,41913,12727,75909,75910
78333,72680,12726,75910,75910
78334,34046,12726,75910,75910
78335,81297,12725,75910,75912
78336,51503,12725,75912,75912
78337,73049,12725,75912,75912
78338,88208,12724,75912,75913
78339,6102,12723,75913,75914
78340,75775,12721,75914,75916
78341,72415,12720,75916,75918
78342,70814,12720,75918,75919
78343,51111,12718,75919,75919
78344,49894,12718,75919,75920
78345,99872,12717,75920,75920
78346,51242,12716,75920,75921
78347,19187,12713,75921,75921
78348,39686,12713,75921,75922
78349,59194,12712,75922,75924
78350,46375,12711,75924,75925
78351,12271,12709,75925,75926
78352,56587,12708,75926,75933
78353,45354,12707,75933,75933
78354,64837,12706,75933,75933
78355,43956,12705,75933,75934
78356,95524,12705,75934,75937
78357,31826,12702,75937,75937
78358,34837,12698,75937,75938
78359,60209,12696,75938,75938
78360,68171,12696,75938,75939
78361,47549,12695,75939,75939
78362,40717,12695,75939,75941
78363,19898,12694,75941,75942
78364,12837,12693,75942,75942
78365,49523,12692,75942,75943
78366,69852,12690,75943,75944
78367,66146,12690,75944,75944
78368,84801,12690,75944,75944
78369,10240,12689,75944,75946
78370,34554,12689,75946,75948
78371,85603,12689,75948,75949
78372,84388,12688,75949,75949
78373,25999,12688,75949,75950
78374,60624,12687,75950,75952
78375,12086,12686,75952,75952
78376,76950,12686,75952,75952
78377,80578,12684,75952,75952
78378,44745,12684,75952,75956
78379,89185,12682,75956,75956
78380,44913,12681,75956,75957
78381,15844,12680,75957,75960
78382,84090,12680,75960,75960
78383,39516,12679,75960,75962
78384,16900,12677,75962,75963
78385,81600,12677,75963,75964
78386,67612,12677,75964,75964
78387,28665,12676,75964,75966
78388,1243,12676,75966,75967
78389,9086,12673,75967,75968
78390,75558,12673,75968,75969
78391,58588,12672,75969,75970
78392,17642,12668,75970,75970
78393,95425,12665,75970,75971
78394,95719,12664,75971,75972
78395,1338,12661,75972,75974
78396,8466,12661,75974,75974
78397,76284,12660,75974,75975
78398,93229,12658,75975,75978
78399,68252,12658,75978,75979
78400,7529,12658,75979,75982
78401,79190,12657,75982,75985
78402,1838,12656,75985,75985
78403,64279,12656,75985,75986
78404,29868,12655,75986,75986
78405,68102,12655,75986,75987
78406,28677,12655,75987,75988
78407,10356,12654,75988,75988
78408,62053,12652,75988,75988
78409,35009,12652,75988,75989
78410,31646,12651,75989,75989
78411,74640,12650,75989,75990
78412,38720,12649,75990,75994
78413,84845,12649,75994,75995
78414,87185,12649,75995,75995
78415,12038,12648,75995,75997
78416,57255,12648,75997,75998
78417,888,12647,75998,75999
78418,93701,12646,75999,75999
78419,98900,12646,75999,75999
78420,1861,12641,75999,76000
78421,37356,12640,76000,76000
78422,51203,12639,76000,76001
78423,99898,12638,76001,76002
78424,53212,12638,76002,76010
78425,39271,12635,76010,76011
78426,46211,12635,76011,76013
78427,27312,12634,76013,76015
78428,66784,12634,76015,76015
78429,16171,12633,76015,76016
78430,41908,12633,76016,76017
78431,12638,12633,76017,76017
78432,6596,12632,76017,76017
78433,24035,12632,76017,76019
78434,91247,12632,76019,76024
78435,93139,12632,76024,76026
78436,66987,12632,76026,76026
78437,17522,12631,76026,76034
78438,6244,12629,76034,76035
78439,78115,12628,76035,76037
78440,85252,12628,76037,76037
78441,74727,12627,76037,76038
78442,33179,12626,76038,76039
78443,21137,12625,76039,76040
78444,28653,12625,76040,76041
78445,68567,12624,76041,76041
78446,98531,12623,76041,76043
78447,1777,12622,76043,76049
78448,58068,12622,76049,76050
78449,9245,12617,76050,76051
78450,85316,12614,76051,76051
78451,79153,12612,76051,76053
78452,43658,12611,76053,76055
78453,15785,12610,76055,76056
78454,64929,12609,76056,76057
78455,64458,12609,76057,76060
78456,63553,12607,76060,76062
78457,95426,12607,76062,76063
78458,69713,12606,76063,76065
78459,86911,12604,76065,76066
78460,26795,12604,76066,76067
78461,72462,12604,76067,76068
78462,48299,12604,76068,76069
78463,92706,12604,76069,76070
78464,15652,12603,76070,76072
78465,90594,12602,76072,76073
78466,69607,12601,76073,76075
78467,89816,12598,76075,76075
78468,48997,12598,76075,76078
78469,39884,12598,76078,76079
78470,16973,12594,76079,76080
78471,70155,12594,76080,76081
78472,40279,12594,76081,76081
78473,8561,12594,76081,76082
78474,58329,12593,76082,76082
78475,48742,12592,76082,76082
78476,11765,12587,76082,76083
78477,76863,12585,76083,76084
78478,35550,12584,76084,76084
78479,27750,12584,76084,76086
78480,67158,12582,76086,76087
78481,76162,12581,76087,76087
78482,7804,12581,76087,76089
78483,20512,12579,76089,76091
78484,51881,12578,76091,76092
78485,12247,12575,76092,76093
78486,24097,12575,76093,76096
78487,54094,12574,76096,76098
78488,49536,12574,76098,76099
78489,42108,12574,76099,76102
78490,83953,12573,76102,76103
78491,29934,12571,76103,76105
78492,47453,12571,76105,76107
78493,72537,12570,76107,76107
78494,64019,12568,76107,76108
78495,23644,12567,76108,76108
78496,3662,12567,76108,76108
78497,68269,12566,76108,76109
78498,80900,12564,76109,76112
78499,96480,12560,76112,76112
78500,23870,12558,76112,76112
78501,7229,12556,76112,76113
78502,13040,12555,76113,76113
78503,88081,12554,76113,76115
78504,43176,12551,76115,76117
78505,67180,12551,76117,76117
78506,79911,12551,76117,76118
78507,32041,12550,76118,76119
78508,69646,12549,76119,76120
78509,49705,12547,76120,76120
78510,97424,12547,76120,76121
78511,18972,12545,76121,76121
78512,77286,12545,76121,76122
78513,14920,12545,76122,76122
78514,77066,12543,76122,76122
78515,42658,12543,76122,76124
78516,96400,12543,76124,76125
78517,65091,12542,76125,76126
78518,4732,12541,76126,76127
78519,29527,12538,76127,76127
78520,88406,12538,76127,76128
78521,91436,12536,76128,76128
78522,48478,12536,76128,76129
78523,90457,12535,76129,76130
78524,12887,12532,76130,76130
78525,46118,12530,76130,76130
78526,54257,12528,76130,76130
78527,71546,12527,76130,76130
78528,71087,12525,76130,76131
78529,53133,12525,76131,76131
78530,91598,12525,76131,76132
78531,61278,12524,76132,76132
78532,59506,12521,76132,76132
78533,76692,12521,76132,76133
78534,94003,12521,76133,76133
78535,48113,12520,76133,76134
78536,42887,12519,76134,76135
78537,16824,12519,76135,76135
78538,5968,12518,76135,76136
78539,88809,12518,76136,76139
78540,40896,12518,76139,76140
78541,24875,12518,76140,76140
78542,79484,12516,76140,76140
78543,63758,12515,76140,76140
78544,30310,12515,76140,76141
78545,38545,12511,76141,76143
78546,80545,12510,76143,76144
78547,73813,12510,76144,76145
78548,68045,12509,76145,76149
78549,10616,12508,76149,76149
78550,92396,12507,76149,76149
78551,82768,12505,76149,76155
78552,87840,12505,76155,76155
78553,8800,12504,76155,76155
78554,84576,12504,76155,76158
78555,49738,12503,76158,76158
78556,97648,12502,76158,76160
78557,52769,12502,76160,76160
78558,54513,12500,76160,76162
78559,67757,12500,76162,76162
78560,14249,12498,76162,76163
78561,72788,12497,76163,76164
78562,20739,12497,76164,76166
78563,96997,12496,76166,76166
78564,56447,12495,76166,76166
78565,61510,12491,76166,76170
78566,41574,12491,76170,76170
78567,14867,12491,76170,76171
78568,80675,12490,76171,76171
78569,9719,12490,76171,76172
78570,49700,12489,76172,76172
78571,93579,12487,76172,76172
78572,363,12485,76172,76175
78573,92751,12485,76175,76176
78574,53959,12484,76176,76177
78575,8123,12483,76177,76178
78576,28440,12481,76178,76180
78577,29273,12481,76180,76184
78578,93712,12481,76184,76186
78579,1724,12478,76186,76187
78580,40688,12478,76187,76188
78581,41230,12477,76188,76189
78582,85861,12476,76189,76191
78583,35327,12476,76191,76191
78584,31273,12476,76191,76194
78585,98684,12475,76194,76195
78586,70692,12474,76195,76195
78587,64704,12474,76195,76199
78588,76680,12472,76199,76202
78589,94654,12472,76202,76203
78590,65181,12471,76203,76203
78591,30479,12470,76203,76204
78592,80019,12469,76204,76204
78593,43776,12468,76204,76207
78594,80366,12467,76207,76207
78595,26819,12465,76207,76210
78596,40846,12463,76210,76210
78597,36979,12462,76210,76210
78598,84624,12461,76210,76211
78599,95026,12460,76211,76212
78600,81457,12460,76212,76217
78601,22112,12458,76217,76218
78602,93222,12457,76218,76218
78603,47296,12456,76218,76218
78604,18955,12456,76218,76219
78605,70462,12455,76219,76220
78606,18826,12455,76220,76223
78607,20532,12455,76223,76224
78608,55376,12454,76224,76225
78609,51094,12454,76225,76226
78610,25189,12453,76226,76227
78611,71034,12453,76227,76228
78612,48205,12453,76228,76228
78613,32907,12452,76228,76230
78614,82696,12449,76230,76230
78615,44957,12449,76230,76230
78616,28689,12449,76230,76230
78617,78109,12446,76230,76230
78618,51459,12443,76230,76231
78619,7057,12442,76231,76232
78620,71039,12442,76232,76233
78621,65397,12440,76233,76233
78622,35483,12439,76233,76234
78623,26204,12439,76234,76234
78624,54844,12439,76234,76236
78625,59315,12438,76236,76239
78626,4611,12438,76239,76239
78627,51801,12437,76239,76240
78628,895,12437,76240,76242
78629,89547,12437,76242,76242
78630,64262,12436,76242,76244
78631,2013,12436,76244,76244
78632,88986,12435,76244,76244
78633,43494,12434,76244,76246
78634,35779,12432,76246,76249
78635,75419,12430,76249,76252
78636,22787,12429,76252,76253
78637,68240,12427,76253,76254
78638,93518,12427,76254,76256
78639,71510,12426,76256,76258
78640,48468,12426,76258,76258
78641,80516,12424,76258,76260
78642,6615,12423,76260,76260
78643,42811,12422,76260,76261
78644,137,12420,76261,76261
78645,66230,12419,76261,76262
78646,29040,12418,76262,76264
78647,83498,12416,76264,76264
78648,60220,12413,76264,76266
78649,64753,12412,76266,76267
78650,10476,12411,76267,76268
78651,55521,12410,76268,76268
78652,52030,12410,76268,76271
78653,15753,12408,76271,76271
78654,68059,12407,76271,76272
78655,60773,12405,76272,76272
78656,65608,12404,76272,76272
78657,19110,12404,76272,76273
78658,82137,12404,76273,76274
78659,97729,12403,76274,76275
78660,69157,12403,76275,76276
78661,60744,12402,76276,76277
78662,2785,12401,76277,76278
78663,43338,12399,76278,76279
78664,27475,12397,76279,76280
78665,54902,12397,76280,76284
78666,86631,12396,76284,76284
78667,22632,12395,76284,76284
78668,47493,12395,76284,76285
78669,58431,12394,76285,76287
78670,9438,12392,76287,76287
78671,76122,12391,76287,76289
78672,47943,12390,76289,76290
78673,52615,12390,76290,76291
78674,54878,12389,76291,76293
78675,51289,12389,76293,76294
78676,4154,12389,76294,76294
78677,55882,12387,76294,76294
78678,17526,12385,76294,76295
78679,36585,12385,76295,76295
78680,4069,12385,76295,76296
